-1.931200e+05 2.262500e+06 -2.740100e+05 0.000000e+00 0.000000e+00 0.000000e+00 1.456200e+24 1.470700e+04 1.383800e+13
1.342500e+06 3.351500e+05 1.821100e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.456200e+24 1.470700e+04 1.383800e+13
1.931200e+05 -2.262500e+06 2.740100e+05 0.000000e+00 0.000000e+00 0.000000e+00 1.456200e+24 1.470700e+04 1.383800e+13
3.343000e+06 3.216600e+06 -4.290800e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
5.285500e+06 2.542600e+06 -2.352000e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
2.780900e+06 5.565500e+06 -1.106600e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
-1.013700e+06 5.249000e+06 -3.369500e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
-1.803200e+06 1.493100e+06 -5.869600e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
8.146200e+05 -2.375000e+06 -5.799000e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
4.395300e+06 -3.484700e+06 -2.910500e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
6.103800e+06 -1.307200e+06 9.836000e+05 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
4.597600e+06 2.463400e+06 3.567400e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
6.285500e+05 5.234900e+06 3.483300e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
-3.577800e+06 5.104200e+06 1.038900e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
-5.663100e+06 1.926600e+06 -2.037200e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
-4.509700e+06 -2.587400e+06 -3.591800e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
-9.841700e+05 -5.795300e+06 -2.319200e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
2.390100e+06 -5.701000e+06 1.311100e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
2.882700e+06 -2.453600e+06 5.059900e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
-3.680100e+05 1.196300e+06 6.194100e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
-4.831600e+06 1.422300e+06 3.816600e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
-5.576000e+06 -2.799300e+06 1.002600e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
-1.541900e+06 -5.159400e+06 3.306900e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
-3.343000e+06 -3.216600e+06 4.290800e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.490800e+24 1.394000e+04 1.283900e+13
-5.270300e+06 -3.167900e+06 -8.808800e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.452500e+24 1.241100e+04 1.091100e+13
-4.788900e+06 -4.248000e+05 -9.606900e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.452500e+24 1.241100e+04 1.091100e+13
-8.112400e+06 -8.424000e+05 -6.991900e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.452500e+24 1.241100e+04 1.091100e+13
-8.061300e+06 -4.986100e+06 -5.055900e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.452500e+24 1.241100e+04 1.091100e+13
-4.441900e+06 -7.968800e+06 -5.672300e+06 0.000000e+00 0.000000e+00 0.000000e+00 1.452500e+24 1.241100e+04 1.091100e+13
